id_comercio|id_bandera|id_sucursal|sucursales_nombre|sucursales_tipo|sucursales_calle|sucursales_numero|sucursales_latitud|sucursales_longitud|sucursales_observaciones|sucursales_barrio|sucursales_codigo_postal|sucursales_localidad|sucursales_provincia|sucursales_lunes_horario_atencion|sucursales_martes_horario_atencion|sucursales_miercoles_horario_atencion|sucursales_jueves_horario_atencion|sucursales_viernes_horario_atencion|sucursales_sabado_horario_atencion|sucursales_domingo_horario_atencion
9|1|140|SM 140 Orán - Salta.|Supermercado|20 de febrero esq. guemes|0|-23.1308|-64.3261|||4530|ORAN|AR-A|08:30 a 13:30 y 17:00 a 22:00|08:30 a 13:30 y 17:00 a 22:00|08:30 a 13:30 y 17:00 a 22:00|08:30 a 13:30 y 17:00 a 22:00|08:30 a 13:30 y 17:00 a 22:00|08:30 a 22:00|08:00 a 22:00
9|2|152|Ramos Mejía.|Supermercado|AVENIDA Rivadavia|14452|-34.642|-58.5702|||1704|RAMOS MEJIA|AR-B|08:00 a 21:00|08:00 a 21:00|08:00 a 21:00|08:00 a 21:00|08:00 a 21:00|08:00 a 21:00|08:00 a 22:00
9|1|153|Moron|Supermercado|AVENIDA RIVADAVIA|17552|-34.6488|-58.6126|||1708|MORON|AR-B|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|08:00 a 22:00
9|2|154|Morón II.|Supermercado|Garcia Silva Intendente|855|-34.6537|-58.6231|||1708|MORON|AR-B|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 22:00
9|1|155|Castelar Sur.|Supermercado|Avenida Zeballos Dr. Estanislao|3154|-34.6561|-58.6519|||1712|CASTELAR|AR-B|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|08:00 a 22:00
9|2|156|Castelar Norte.|Supermercado|Arias Gobernador Inocendio|3247|-34.6491|-58.6561|||1712|CASTELAR|AR-B|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 22:00
9|1|159|Merlo|Supermercado|Avenida Del Libertador|28|-34.6733|-58.7246|||1722|MERLO|AR-B|09:00 a 21:00|09:00 a 21:00|09:00 a 21:00|09:00 a 21:00|09:00 a 21:00|09:00 A 22:00|09:00 a 21:00
9|1|160|Moreno I.|Supermercado|Avenida DEl Libertad|552|-34.6435|-58.7905|||1744|MORENO|AR-B|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|09:00 a 21:00
9|2|161|Moreno II.|Supermercado|Victorica y Pte. Perón|0|-34.6353|-58.791|||1744|MORENO|AR-B|09:00 a 22:00|09:00 a 22:00|09:00 a 22:00|09:00 a 22:00|09:00 a 22:00|09:00 a 22:00|08:00 a 22:00
9|1|162|Luján.|Supermercado|25 DE MAYO|260|-34.5623|-59.1199|||6700|LUJAN|AR-B|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|09:00 a 21:00
9|2|163|Bella Vista.|Supermercado|AVENIDA MORON SENADOR|960|-34.5608|-58.6785|||1661|BELLA VISTA|AR-B|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:00 a 22:00
9|1|164|Hurlingham.|Supermercado|Camino de cintura Gobernador Vergara|3275|-34.6031|-58.6354|||1686|HURLINGHAM|AR-B|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|09:00 a 21:00
9|1|165|Mercedes.|Supermercado|Avenida 29|399|-34.6533|-59.4327|||6600|MERCEDES|AR-B|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|09:00 a 21:00
9|1|170|Vea 1.|Supermercado|AVENIDA SAN MARTIN SUR GRAL JOSE DE|698|-32.9174|-68.8461|||5501|GODOY CRUZ|AR-M|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:00 a 22:00
9|1|171|Vea 2.|Supermercado|Sarmiento Domindo Faustino|998|-32.9393|-68.8347|||5501|GODOY CRUZ|AR-M|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:00 a 22:00
9|1|172|Vea 3.|Supermercado|Godoy Cruz DR. tomas|3825|-32.8942|-68.789|||5521|VILLA NUEVA DE GUAYMALLEN|AR-M|09:00 a 21:00|09:00 a 21:00|09:00 a 21:00|09:00 a 21:00|09:00 a 21:00|09:00 a 21:00|08:00 a 22:00
9|1|173|Vea 5.|Supermercado|Ignacio MOlina|325|-32.9039|-68.8034|||5521|VILLA NUEVA DE GUAYMALLEN|AR-M|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:00 a 22:00
9|1|174|Vea 6.|Supermercado|Paso de los Andes|850|-32.8897|-68.859|||5501|GODOY CRUZ|AR-M|09:00 a 13:00 y 17:00 a 21:00|09:00 a 13:00 y 17:00 a 21:00|09:00 a 13:00 y 17:00 a 21:00|09:00 a 13:00 y 17:00 a 21:00|09:00 a 13:00 y 17:00 a 21:00|09:00 a 13:00 y 17:00 a 21:00|08:00 a 22:00
9|1|175|Vea 7.|Supermercado|America|2780|-32.9127|-68.8762|||5547|GODOY CRUZ|AR-M|09:00 a 13:30 y 16:30 a 21:00|09:00 a 13:30 y 16:30 a 21:00|09:00 a 13:30 y 16:30 a 21:00|09:00 a 13:30 y 16:30 a 21:00|09:00 a 13:30 y 16:30 a 21:00|09:00 a 21:00|09:30 a 13:30 y 17:00 a 21:00
9|1|176|Vea 8.|Supermercado|Perito Moreno|1481|-32.9414|-68.8483|||5547|GODOY CRUZ|AR-M|09:00 a 13:00 y 17:00 a 21:00|09:00 a 13:00 y 17:00 a 21:00|09:00 a 13:00 y 17:00 a 21:00|09:00 a 13:00 y 17:00 a 21:00|09:00 a 13:00 y 17:00 a 21:00|09:00 a 13:00 y 17:00 a 21:00|08:00 a 22:00
9|1|179|Vea 11 Las Heras|Supermercado|San Miguel|1650|-32.8512|-68.8412|||5539|LAS HERAS|AR-M|09:00 a 21:00|09:00 a 21:00|09:00 a 21:00|09:00 a 21:00|09:00 a 21:00|09:00 a 21:30|09:00 a 13:00 y 17:00 a 21:00
9|1|180|Vea 12.|Supermercado|SANTIAGO DEL ESTERO PROVINCIA DE|25|-32.8707|-68.8337|||5500|MENDOZA|AR-M|09:00 a 21:00|09:00 a 21:00|09:00 a 21:00|09:00 a 21:00|09:00 a 21:00|09:00 a 21:00|08:00 a 22:00
9|1|181|Vea 14.|Supermercado|Godoy Cruz|1105|-32.8893|-68.8182|||5519|VILLA NUEVA DE GUAYMALLEN|AR-M|09:00 a 13:00 y 17:00 a 21:00|09:00 a 13:00 y 17:00 a 21:00|09:00 a 13:00 y 17:00 a 21:00|09:00 a 13:00 y 17:00 a 21:00|09:00 a 13:00 y 17:00 a 21:00|09:00 a 13:00 y 17:00 a 21:00|08:00 a 22:00
9|1|182|Vea 15.|Supermercado|9 de Julio|100|-33.0818|-68.4722|||5570|MENDOZA|AR-M|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|08:00 a 22:00
9|1|183|Vea 16.|Supermercado|Perrupato|356|-33.0863|-68.4807|||5570|MENDOZA|AR-M|09:00 a 13:00 y 17:00 a 21:00|09:00 a 13:00 y 17:00 a 21:00|09:00 a 13:00 y 17:00 a 21:00|09:00 a 13:00 y 17:00 a 21:00|09:00 a 13:00 y 17:00 a 21:00|09:00 a 13:00 y 17:00 a 21:00|08:00 a 22:00
9|1|184|Vea 17 Rivadavia|Supermercado|Lavalle|942|-33.0708|-68.4729|||5577|BARRIO RIVADAVIA|AR-M|09:00 a 13:00 y 17:00 a 21:00|09:00 a 13:00 y 17:00 a 21:00|09:00 a 13:00 y 17:00 a 21:00|09:00 a 13:00 y 17:00 a 21:00|09:00 a 13:00 y 17:00 a 21:00|09:00 a 21:00|08:00 a 22:00
9|1|185|Vea 18 Tunuyan|Supermercado|san martin|1211|-33.0325|-68.8777|||5523|TUNUYAN|AR-M|09:00 a 13:30 y 16:30 a 21:00|09:00 a 13:30 y 16:30 a 21:00|09:00 a 13:30 y 16:30 a 21:00|09:00 a 13:30 y 16:30 a 21:00|09:00 a 13:30 y 16:30 a 21:00|09:00 a 21:00|09:30 a 13:30 y 16:30 a 21:00
9|1|187|Vea 20.|Supermercado|Vasquez Padre|328|-32.9824|-68.7883|||5515|MAIPU|AR-M|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|08:00 a 22:00
9|1|188|Vea 21.|Supermercado|Paso de los Andes|82|-32.8997|-68.8598|||5500|MENDOZA|AR-M|09:00 a 21:00|09:00 a 21:00|09:00 a 21:00|09:00 a 21:00|09:00 a 21:00|09:00 a 21:00|09:30 a 21:30
9|1|189|Vea 23 - Shopping.|Supermercado|ACCESO ESTE|3280|-32.9018|-68.7971|||5521|VILLA NUEVA DE GUAYMALLEN|AR-M|09:00 a 22:00|09:00 a 22:00|09:00 a 22:00|09:00 a 22:00|09:00 a 22:00|09:00 a 22:00|09:00 a 22:00
9|1|190|Vea 24.|Supermercado|Moyano Lisandro|302|-32.8628|-68.8222|||5539|LAS HERAS|AR-M|08:30 a 13:00 y 17:00 a 21:00|08:30 a 13:00 y 17:00 a 21:00|08:30 a 13:00 y 17:00 a 21:00|08:30 a 13:00 y 17:00 a 21:00|08:30 a 13:00 y 17:00 a 21:00|08:30 a 13:00 y 17:00 a 21:00|08:00 a 22:00
9|1|191|Vea 25.|Supermercado|Av. Yrigoyen Presindente|875|-34.6128|-68.3403|||5560|SAN RAFAEL|AR-M|09:00 a 21:30|09:00 a 21:30|09:00 a 21:30|09:00 a 21:30|09:00 a 21:30|09:00 a 21:30|08:00 a 22:00
9|1|192|Vea 26.|Supermercado|R. Panamericana|2675|-32.9557|-68.8577|||5501|MENDOZA|AR-M|08:30 a 22:00|08:30 a 22:00|08:30 a 22:00|08:30 a 22:00|08:30 a 22:00|08:30 a 22:00|08:00 a 22:00
9|1|193|Vea 27.|Supermercado|Av. Del Libertador|2359|-31.5278|-68.5671|||5400|SAN JUAN|AR-J|08:30 a 13:30 y 17:00 a 21:30|08:30 a 13:30 y 17:00 a 21:30|08:30 a 13:30 y 17:00 a 21:30|08:30 a 13:30 y 17:00 a 21:30|08:30 a 13:30 y 17:00 a 21:30|08:30 a 13:30 y 17:00 a 21:30|08:00 a 22:00
9|1|194|Vea 28.|Supermercado|25 De Mayo y Jujuy|0|-31.5309|-68.521|||5400|SAN JUAN|AR-J|08:30 a 22:00|08:30 a 22:00|08:30 a 22:00|08:30 a 22:00|08:30 a 22:00|08:30 a 22:00|08:00 a 22:00
9|1|195|Rio IV Banda Norte|Supermercado|AVENIDA ALVEAR PRESIDENTE MARCELO TORCUATO DE|350|-33.1105|-64.3401|||5804|RIO CUARTO|AR-X|08:30 a 22:00|08:30 a 22:00|08:30 a 22:00|08:30 a 22:00|08:30 a 22:00|08:30 a 22:00|08:00 a 22:00
9|1|196|Mayorista.|Supermercado|MATIENZO BENJAMIN|936|-32.8884|-68.8252|||5521|VILLA NUEVA DE GUAYMALLEN|AR-M|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 15:00|Cerrado
9|1|220|Vea 30.|Supermercado|SAN MARTIN|880|-33.0359|-68.879|||5507|LUJAN DE CUYO|AR-M|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:00 a 22:00
9|2|231|Rawson y Alvear.|Supermercado|RAWSON GUILLERMO|1199|-38.0129|-57.5436|||7600|MAR DEL PLATA|AR-B|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|8:30 a 21:00|08:00 a 22:00
9|1|232|Villa María|Supermercado|BOULEVARD VELEZ SARSFIELD|411|-32.4086|-63.2565|||5901|VILLA MARIA|AR-X|08:30 a 22:00|08:30 a 22:00|08:30 a 22:00|08:30 a 22:00|08:30 a 22:00|08:30 a 22:00|08:00 a 22:00
9|2|233|Centro Villa Carlos Paz|Supermercado|SAN MARTIN|311|-31.4188|-64.4951|||5152|VILLA CARLOS PAZ|AR-X|08:30 a 22:00|08:30 a 22:00|08:30 a 22:00|08:30 a 22:00|08:30 a 22:00|08:30 a 22:00|08:00 a 22:00
9|1|234|Caseros.|Supermercado|AVENIDA MITRE BARTOLOME|4650|-34.6106|-58.5608|||1678|CASEROS|AR-B|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|09:00 a 21:00
9|2|235|La Horqueta.|Supermercado|Blanco Encalada|2509|-34.4769|-58.5733|||1609|SAN ISIDRO|AR-B|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|8:30 a 21:00|08:00 a 22:00
9|2|237|Beiró.|Supermercado|AVENIDA BEIRO FRANCISCO|3560|-34.6002|-58.504|||1419|CIUDAD AUTONOMA BUENOS AIRES|AR-C|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 22:00
9|1|240|Boedo.|Supermercado|AVENIDA INDEPENDENCIA|4221|-34.6216|-58.4278|||1226|CIUDAD AUTONOMA BUENOS AIRES|AR-C|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:00 a 22:00
9|1|241|Mar del Plata SM 241|Supermercado|EDISON THOMAS ALVA|1118|-38.0469|-57.5535|||7603|MAR DEL PLATA|AR-B|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|08:00 a 22:00
9|1|243|Av Belgrano Catamarca|Supermercado|AVENIDA BELGRANO MANUEL|960|-28.4603|-65.7728|||4700|SAN FDO DEL VALLE DE CATAMARCA|AR-K|08:00 a 22:00|08:00 a 22:00|08:00 a 22:00|08:00 a 22:00|08:00 a 22:00|08:00 a 22:00|08:00 a 22:00
9|2|247|José María Moreno.|Supermercado|AVENIDA MORENO JOSE MARIA|368|-34.6221|-58.4368|||1424|CIUDAD AUTONOMA BUENOS AIRES|AR-C|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 22:00
9|2|248|San Bernardo.|Supermercado|SANTIAGO DEL ESTERO|2690|-36.6882|-56.6835|||7111|SAN BERNARDO DEL TUYU|AR-B|09:00 a 21:00|09:00 a 21:00|09:00 a 21:00|09:00 a 21:00|09:00 a 21:00|09:00 a 21:00|08:00 a 22:00
9|1|398|Vea 31.|Supermercado|Bandera de los Andes|10008|-32.9062|-68.7829|||5521|RODEO DE LA CRUZ|AR-M|08:30 a 13:00 y 16:30 a 21:00|08:30 a 13:00 y 16:30 a 21:00|08:30 a 13:00 y 16:30 a 21:00|08:30 a 13:00 y 16:30 a 21:00|08:30 a 13:00 y 16:30 a 21:00|08:30 a 21:00|08:00 a 22:00
9|1|399|Vea 32.|Supermercado|Tropero Sosa|15|-33.0865|-68.4619|||5570|MENDOZA|AR-M|08:30 a 22:00|08:30 a 22:00|08:30 a 22:00|08:30 a 22:00|08:30 a 22:00|08:30 a 22:00|08:00 a 22:00
9|1|400|Vea 33 Dorrego|Supermercado|Pedro Vargas|355|-32.9029|-68.8329|||5519|VILLA NUEVA DE GUAYMALLEN|AR-M|08:30 a 13:00 y 17:00 a 21:00|08:30 a 13:00 y 17:00 a 21:00|08:30 a 13:00 y 17:00 a 21:00|08:30 a 13:00 y 17:00 a 21:00|08:30 a 13:00 y 17:00 a 21:00|08:30 a 21:00|08:00 a 22:00
9|1|401|Vea 35 Maipú|Supermercado|Urquiza|3620|-32.9122|-68.7858|||5515|MAIPU|AR-M|08:30 a 13:00 y 17:00 a 21:00|08:30 a 13:00 y 17:00 a 21:00|08:30 a 13:00 y 17:00 a 21:00|08:30 a 13:00 y 17:00 a 21:00|08:30 a 13:00 y 17:00 a 21:00|08:30 a 21:00|08:00 a 22:00
9|1|402|Vea 34 Patricias y Barcala|Supermercado|PATRICIAS MENDOCINAS|1730|-32.8821|-68.8415|||5500|MENDOZA|AR-M|09:00 a 21:30|09:00 a 21:30|09:00 a 21:30|09:00 a 21:30|09:00 a 21:30|09:00 a 21:30|09:30 a 14:00
9|1|408|Vea 39 Calle Salta|Supermercado|SALTA NORTE|1048|-31.5235|-68.5365|||5400|SAN JUAN|AR-J|08:30 a 13:30 y 17:00 a 21:30|08:30 a 13:30 y 17:00 a 21:30|08:30 a 13:30 y 17:00 a 21:30|08:30 a 13:30 y 17:00 a 21:30|08:30 a 13:30 y 17:00 a 21:30|08:30 a 13:30 y 17:00 a 21:30|08:00 a 22:00
9|1|410|Vea 41 Trinidad|Supermercado|General Acha|1482|-31.5172|-68.5259|||5400|SAN JUAN|AR-J|08:30 a 13:30 y 17:00 a 21:30|08:30 a 13:30 y 17:00 a 21:30|08:30 a 13:30 y 17:00 a 21:30|08:30 a 13:30 y 17:00 a 21:30|08:30 a 13:30 y 17:00 a 21:30|08:30 a 21:00|08:00 a 22:00
9|1|413|Vea 44 Shopping|Supermercado|Av. Ignacio de la Roza|1946|-31.5389|-68.5556|||5400|SAN JUAN|AR-J|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:00 a 22:00
9|1|414|Vea 45.|Supermercado|AVENIDA ALBARRACIN DE SARMIENTO NORTE PAULA|420|-31.5358|-68.5144|||5400|SAN JUAN|AR-J|08:30 a 13:30 y 17:00 a 21:30|08:30 a 13:30 y 17:00 a 21:30|08:30 a 13:30 y 17:00 a 21:30|08:30 a 13:30 y 17:00 a 21:30|08:30 a 13:30 y 17:00 a 21:30|08:30 a 13:30 y 17:00 a 21:30|08:00 a 22:00
9|1|415|Vea 46 Caucete|Supermercado|Diagonal Sarmiento y Rivadavia Caucete|0|-31.5358|-68.5142|||5425|SAN JUAN|AR-J|08:30 a 13:30 y 17:00 a 21:30|08:30 a 13:30 y 17:00 a 21:30|08:30 a 13:30 y 17:00 a 21:30|08:30 a 13:30 y 17:00 a 21:30|08:30 a 13:30 y 17:00 a 21:30|08:30 a 21:00|08:00 a 22:00
9|1|417|Vea 48 Gral Acha|Supermercado|General Acha|130|-31.5357|-68.5244|||5400|SAN JUAN|AR-J|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:00 a 22:00
9|1|423|Vea 36.|Supermercado|AVENIDA MITRE|679|-33.6806|-65.464|||5730|VILLA MERCEDES|AR-D|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:00 a 22:00
9|1|432|San Vicente.|Supermercado|SAN JERONIMO|2830|-31.4235|-64.1472|||5006|CORDOBA|AR-X|08:30 a 22:00|08:30 a 22:00|08:30 a 22:00|08:30 a 22:00|08:30 a 22:00|08:30 a 22:00|08:00 a 22:00
9|1|433|Cipolletti.|Hipermercado|BRENTANA PADRE JOSE MARIA|370|-38.9387|-67.989|||8324|CIPOLLETTI|AR-R|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|08:30 a 21:00|08:00 a 12:30|08:00 a 22:00
9|1|434|Olmos I.|Supermercado|AVENIDA OLMOS EMILIO F|78|-31.4279|-64.1833|||5000|CORDOBA|AR-X|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:30 a 21:30|08:00 a 22:00
9|2|435|Los 33 - Nueva Cordoba|Supermercado|ITUZAINGO|701|-31.4252|-64.1848|||5000|CORDOBA|AR-X|08:30 a 22:00|08:30 a 22:00|08:30 a 22:00|08:30 a 22:00|08:30 a 22:00|08:30 a 22:00|08:00 a 22:00
9|2|436|Cerro II.|Supermercado|AVENIDA NUÑEZ RAFAEL|3657|-31.3806|-64.2229|||5009|CORDOBA|AR-X|08:30 a 22:00|08:30 a 22:00|08:30 a 22:00|08:30 a 22:00|08:30 a 22:00|08:30 a 22:00|08:00 a 22:00
9|1|437|Ruta 20.|Supermercado|AVENIDA FUERZA AEREA ARGENTINA|2080|-31.4303|-64.219|||5000|CORDOBA|AR-X|08:30 a 22:00|08:30 a 22:00|08:30 a 22:00|08:30 a 22:00|08:30 a 22:00|08:30 a 22:00|08:00 a 22:00
9|2|439|Colón y Fragueyro|Supermercado|AVENIDA COLON|683|-31.4108|-64.1927|||5000|CORDOBA|AR-X|08:30 a 22:00|08:30 a 22:00|08:30 a 22:00|08:30 a 22:00|08:30 a 22:00|08:30 a 22:00|08:00 a 22:00
